Molecule,Name
ENSMUSP00000020835,Ppm1d
ENSMUSP00000020846,Srebf1
ENSMUSP00000020851,Cox11
ENSMUSP00000020853,Lrrc72
ENSMUSP00000020855,1700086D15Rik
ENSMUSP00000020856,Bzw2
ENSMUSP00000020864,Pctp
ENSMUSP00000020877,Twistnb
ENSMUSP00000020878,Efcab10
ENSMUSP00000020884,Atp6v1c2
ENSMUSP00000020886,Nampt
ENSMUSP00000020896,Tspan13
ENSMUSP00000020898,Agr2
ENSMUSP00000020899,Matn3
ENSMUSP00000020904,Rock2
ENSMUSP00000020908,E2f6
ENSMUSP00000020909,Laptm4a
ENSMUSP00000020911,Sdc1
ENSMUSP00000020920,Rgs9
ENSMUSP00000020922,Trib2
ENSMUSP00000020926,Lratd1
ENSMUSP00000020927,Hs1bp3
ENSMUSP00000020928,Arsg
ENSMUSP00000020930,Gna13
ENSMUSP00000020931,Smc6
ENSMUSP00000020938,Fam20a
ENSMUSP00000020939,Nrcam
ENSMUSP00000020947,Rdh14
ENSMUSP00000020948,Abca8b
ENSMUSP00000020949,Map2k6
ENSMUSP00000020954,Trappc12
ENSMUSP00000020957,Adi1
ENSMUSP00000020958,Klhl29
ENSMUSP00000020959,Rnaseh1
ENSMUSP00000020962,Ubxn2a
ENSMUSP00000020964,Fkbp1b
ENSMUSP00000020965,Allc
ENSMUSP00000020969,Cmpk2
ENSMUSP00000020970,Rsad2
ENSMUSP00000020971,Rnf144a
ENSMUSP00000020977,Dus4l
ENSMUSP00000020980,Rrm2
ENSMUSP00000020982,Klf11
ENSMUSP00000020986,Dnajc27
ENSMUSP00000020991,Dnmt3a
ENSMUSP00000020997,Sh3yl1
ENSMUSP00000020999,Kif3c
ENSMUSP00000021001,Rab10
ENSMUSP00000021004,Sntg2
ENSMUSP00000021005,Tpo
ENSMUSP00000021011,Ccl7
ENSMUSP00000021016,Hnf1b
ENSMUSP00000021018,Taf15
ENSMUSP00000021028,Itgb3
ENSMUSP00000021029,Efcab3
ENSMUSP00000021030,Mettl2
ENSMUSP00000021040,Cct6b
ENSMUSP00000021044,5530401A14Rik
ENSMUSP00000021045,Asic2
ENSMUSP00000021046,Ddx42
ENSMUSP00000021048,Ftsj3
ENSMUSP00000021049,Psmc5
ENSMUSP00000021050,Adap2
ENSMUSP00000021052,Smarcd2
ENSMUSP00000021056,Scn4a
ENSMUSP00000021060,Polg2
ENSMUSP00000021062,Ddx5
ENSMUSP00000021063,Psmd12
ENSMUSP00000021065,Cacng1
ENSMUSP00000021066,Cacng4
ENSMUSP00000021076,Rab37
ENSMUSP00000021077,Slc9a3r1
ENSMUSP00000021078,Fdxr
ENSMUSP00000021082,Nt5c
ENSMUSP00000021083,Jpt1
ENSMUSP00000021085,Nup85
ENSMUSP00000021090,Grb2
ENSMUSP00000021091,Pafah1b1
ENSMUSP00000021097,Recql5
ENSMUSP00000021114,Galk1
ENSMUSP00000021116,Unk
ENSMUSP00000021120,Trim47
ENSMUSP00000021130,Ten1
ENSMUSP00000021133,Srp68
ENSMUSP00000021134,Tsen54
ENSMUSP00000021135,Ncbp3
ENSMUSP00000021141,P2rx1
ENSMUSP00000021142,Atp2a3
ENSMUSP00000021147,Exoc7
ENSMUSP00000021148,Ube2g1
ENSMUSP00000021155,Tekt1
ENSMUSP00000021157,Med31
ENSMUSP00000021158,Txndc17
ENSMUSP00000021161,Slc13a5
ENSMUSP00000021164,Pimreg
ENSMUSP00000021166,Cygb
ENSMUSP00000021170,Mxra7
ENSMUSP00000021173,Mfsd11
ENSMUSP00000021177,Sec14l1
ENSMUSP00000021179,Vmo1
ENSMUSP00000021183,Eral1
ENSMUSP00000021187,Dhrs13
ENSMUSP00000021197,Blmh
ENSMUSP00000021201,Cpd
ENSMUSP00000021203,Timm22
ENSMUSP00000021204,Nxn
ENSMUSP00000021207,Rflnb
ENSMUSP00000021209,Doc2b
ENSMUSP00000021217,Nme2
ENSMUSP00000021226,Luc7l3
ENSMUSP00000021231,Abcc3
ENSMUSP00000021239,Lrrc59
ENSMUSP00000021240,Cdc34b
ENSMUSP00000021241,Dlx4
ENSMUSP00000021242,Tac4
ENSMUSP00000021243,Slc35b1
ENSMUSP00000021246,Snx11
ENSMUSP00000021249,Scrn2
ENSMUSP00000021251,Lrrc46
ENSMUSP00000021259,Gucy2e
ENSMUSP00000021262,Alox8
ENSMUSP00000021268,Aloxe3
ENSMUSP00000021271,Per1
ENSMUSP00000021273,Vamp2
ENSMUSP00000021277,Aurkb
ENSMUSP00000021282,Pfas
ENSMUSP00000021283,Pik3r5
ENSMUSP00000021285,Stx8
ENSMUSP00000021287,Cfap52
ENSMUSP00000021288,Usp43
ENSMUSP00000021290,Rcvrn
ENSMUSP00000021296,Tmem101
ENSMUSP00000021297,Lsm12
ENSMUSP00000021302,Higd1b
ENSMUSP00000021306,Eftud2
ENSMUSP00000021307,Ccdc103
ENSMUSP00000021311,Kif18b
ENSMUSP00000021313,Dcakd
ENSMUSP00000021314,Nmt1
ENSMUSP00000021323,Efcab15
ENSMUSP00000021324,Map3k14
ENSMUSP00000021328,Lyzl6
ENSMUSP00000021329,Gosr2
ENSMUSP00000021332,Fkbp3
ENSMUSP00000021335,Scfd1
ENSMUSP00000021338,Ap4s1
ENSMUSP00000021339,Dtd2
ENSMUSP00000021345,Gtf2a1
ENSMUSP00000021346,Tshr
ENSMUSP00000021347,Sel1l
ENSMUSP00000021356,Dnaaf2
ENSMUSP00000021359,Pole2
ENSMUSP00000021362,Klhdc2
ENSMUSP00000021368,Nemf
ENSMUSP00000021370,L2hgdh
ENSMUSP00000021375,Sec23a
ENSMUSP00000021377,Cdkl1
ENSMUSP00000021379,Gemin2
ENSMUSP00000021380,Trappc6b
ENSMUSP00000021381,Pnn
ENSMUSP00000021390,Galc
ENSMUSP00000021405,Polr2h
ENSMUSP00000021406,2700097O09Rik
ENSMUSP00000021410,Ppp2r3c
ENSMUSP00000021411,Prorp
ENSMUSP00000021412,Psma6
ENSMUSP00000021413,Nfkbia
ENSMUSP00000021416,Mbip
ENSMUSP00000021424,Sptlc2
ENSMUSP00000021425,Ahsa1
ENSMUSP00000021428,Snw1
ENSMUSP00000021438,Nova1
ENSMUSP00000021443,Mthfd1
ENSMUSP00000021447,Ppp2r5e
ENSMUSP00000021450,Sgpp1
ENSMUSP00000021453,Tex21
ENSMUSP00000021458,Sptb
ENSMUSP00000021459,Rab15
ENSMUSP00000021466,Atl1
ENSMUSP00000021467,Sav1
ENSMUSP00000021471,Tmx1
ENSMUSP00000021479,Actr10
ENSMUSP00000021482,Tomm20l
ENSMUSP00000021490,Serpina1f
ENSMUSP00000021494,Ccdc175
ENSMUSP00000021495,Serpina5
ENSMUSP00000021506,Serpina3n
ENSMUSP00000021512,Dhrs7
ENSMUSP00000021513,Gsc
ENSMUSP00000021514,Ppm1a
ENSMUSP00000021519,Six6
ENSMUSP00000021522,Glrx5
ENSMUSP00000021523,Mnat1
ENSMUSP00000021527,Prkch
ENSMUSP00000021530,Hif1a
ENSMUSP00000021532,Snapc1
ENSMUSP00000021536,Atp6v1d
ENSMUSP00000021544,Plek2
ENSMUSP00000021547,Zfyve26
ENSMUSP00000021548,Rdh12
ENSMUSP00000021550,Arg2
ENSMUSP00000021552,Zfp36l1
ENSMUSP00000021554,Actn1
ENSMUSP00000021567,Pcnx
ENSMUSP00000021592,Cdca7l
ENSMUSP00000021595,Psmc1
ENSMUSP00000021596,Nrde2
ENSMUSP00000021603,Fbln5
ENSMUSP00000021605,Trip11
ENSMUSP00000021606,Atxn3
ENSMUSP00000021607,Lgmn
ENSMUSP00000021609,Golga5
ENSMUSP00000021610,Chga
ENSMUSP00000021617,Asb2
ENSMUSP00000021628,Akr1c21
ENSMUSP00000021630,Akr1c6
ENSMUSP00000021631,Ppp4r4
ENSMUSP00000021632,Akr1c12
ENSMUSP00000021634,Akr1c13
ENSMUSP00000021635,Akr1c18
ENSMUSP00000021639,Tubal3
ENSMUSP00000021641,Tshz3
ENSMUSP00000021645,Dcaf4
ENSMUSP00000021649,Acot2
ENSMUSP00000021652,Acot4
ENSMUSP00000021653,Acot3
ENSMUSP00000021659,Fam161b
ENSMUSP00000021666,Abcd4
ENSMUSP00000021667,Isca2
ENSMUSP00000021668,Npc2
ENSMUSP00000021669,Fcf1
ENSMUSP00000021670,Ylpm1
ENSMUSP00000021674,Fos
ENSMUSP00000021676,Erg28
ENSMUSP00000021681,Vash1
ENSMUSP00000021682,Angel1
ENSMUSP00000021684,Cyp46a1
ENSMUSP00000021685,Hhipl1
ENSMUSP00000021689,Evl
ENSMUSP00000021691,Degs2
ENSMUSP00000021692,Yy1
ENSMUSP00000021693,Slc25a29
ENSMUSP00000021706,Traf3
ENSMUSP00000021707,Amn
ENSMUSP00000021714,Zfyve21
ENSMUSP00000021715,Xrcc3
ENSMUSP00000021726,Adssl1
ENSMUSP00000021728,Siva1
ENSMUSP00000021729,Gpr132
ENSMUSP00000021734,Gng4
ENSMUSP00000021738,Gpr137b
ENSMUSP00000021750,Ryr2
ENSMUSP00000021757,Aoah
ENSMUSP00000021769,Slc17a4
ENSMUSP00000021770,Scgn
ENSMUSP00000021772,Mrs2
ENSMUSP00000021773,Gpld1
ENSMUSP00000021779,Prl4a1
ENSMUSP00000021784,Irf4
ENSMUSP00000021790,Tmem14c
ENSMUSP00000021791,Gcm2
ENSMUSP00000021793,Elovl2
ENSMUSP00000021794,Nedd9
ENSMUSP00000021796,Edn1
ENSMUSP00000021800,Mcur1
ENSMUSP00000021802,Cap2
ENSMUSP00000021803,Nup153
ENSMUSP00000021806,Tpmt
ENSMUSP00000021807,Dek
ENSMUSP00000021810,Id4
ENSMUSP00000021813,Barx1
ENSMUSP00000021818,Cenpp
ENSMUSP00000021822,Ogn
ENSMUSP00000021828,Nxnl2
ENSMUSP00000021832,Wrnip1
ENSMUSP00000021834,Serpinb1c
ENSMUSP00000021837,Serpinb9c
ENSMUSP00000021851,Fam217a
ENSMUSP00000021853,Eci3
ENSMUSP00000021857,Fars2
ENSMUSP00000021860,Ly86
ENSMUSP00000021864,Ssr1
ENSMUSP00000021866,Riok1
ENSMUSP00000021870,Slc35b3
ENSMUSP00000021880,Ctla2a
ENSMUSP00000021884,Ctla2b
ENSMUSP00000021885,Tpbpa
ENSMUSP00000021888,Ctsq
ENSMUSP00000021889,Ctsr
ENSMUSP00000021890,Cts6
ENSMUSP00000021891,Cts8
ENSMUSP00000021892,Cts7
ENSMUSP00000021898,Shc3
ENSMUSP00000021900,Sema4d
ENSMUSP00000021903,Gadd45g
ENSMUSP00000021907,Fbp2
ENSMUSP00000021913,Auh
ENSMUSP00000021918,Ror2
ENSMUSP00000021920,Sptlc1
ENSMUSP00000021921,Ptch1
ENSMUSP00000021922,Msx2
ENSMUSP00000021929,Habp4
ENSMUSP00000021930,Sfxn1
ENSMUSP00000021932,Drd1
ENSMUSP00000021937,Zfp346
ENSMUSP00000021939,Cdk20
ENSMUSP00000021940,Lman2
ENSMUSP00000021941,Mxd3
ENSMUSP00000021942,Prelid1
ENSMUSP00000021948,F12
ENSMUSP00000021950,Dbn1
ENSMUSP00000021956,Ddx41
ENSMUSP00000021957,Fam193b
ENSMUSP00000021958,Pcbd2
ENSMUSP00000021959,Txndc15
ENSMUSP00000021961,Catsper3
ENSMUSP00000021963,Caml
ENSMUSP00000021968,Pitx1
ENSMUSP00000021970,Cxcl14
ENSMUSP00000021971,Slc25a48
ENSMUSP00000021990,Ptdss1
ENSMUSP00000021991,Mterf3
ENSMUSP00000021993,Uqcrb
ENSMUSP00000021997,Rsl1
ENSMUSP00000022007,1700001L19Rik
ENSMUSP00000022009,Cetn3
ENSMUSP00000022013,Adcy2
ENSMUSP00000022019,Il9
ENSMUSP00000022023,Trpc7
ENSMUSP00000022028,1700067P10Rik
ENSMUSP00000022030,Ccnh
ENSMUSP00000022032,2210016F16Rik
ENSMUSP00000022036,Slc28a3
ENSMUSP00000022038,Naa35
ENSMUSP00000022039,Golm1
ENSMUSP00000022040,Agtpbp1
ENSMUSP00000022048,Slc6a19
ENSMUSP00000022051,Nkd2
ENSMUSP00000022053,Trip13
ENSMUSP00000022057,Tppp
ENSMUSP00000022059,Ahrr
ENSMUSP00000022060,Pdcd6
ENSMUSP00000022062,Sdha
ENSMUSP00000022063,Ccdc127
ENSMUSP00000022064,Lrrc14b
ENSMUSP00000022075,Pcsk1
ENSMUSP00000022078,Rhobtb3
ENSMUSP00000022081,Spata9
ENSMUSP00000022082,Glrx
ENSMUSP00000022089,Med10
ENSMUSP00000022095,Irx4
ENSMUSP00000022097,Ndufs6
ENSMUSP00000022098,Mrpl36
ENSMUSP00000022099,Lpcat1
ENSMUSP00000022100,Slc6a3
ENSMUSP00000022102,Clptm1l
ENSMUSP00000022104,Tert
ENSMUSP00000022108,Hapln1
ENSMUSP00000022115,Xrcc4
ENSMUSP00000022119,Atg10
ENSMUSP00000022120,Acot12
ENSMUSP00000022121,Zcchc9
ENSMUSP00000022122,Ckmt2
ENSMUSP00000022124,Cd180
ENSMUSP00000022136,Rad17
ENSMUSP00000022142,Naip1
ENSMUSP00000022145,Serf1
ENSMUSP00000022147,Smn1
ENSMUSP00000022148,Mccc2
ENSMUSP00000022150,Cartpt
ENSMUSP00000022153,Ptcd2
ENSMUSP00000022163,Btf3
ENSMUSP00000022164,Ankra2
ENSMUSP00000022169,Hexb
ENSMUSP00000022172,Polk
ENSMUSP00000022176,Hmgcr
ENSMUSP00000022182,F2rl2
ENSMUSP00000022185,F2rl1
ENSMUSP00000022186,S100z
ENSMUSP00000022189,Aggf1
ENSMUSP00000022195,Otp
ENSMUSP00000022196,Ap3b1
ENSMUSP00000022197,Scamp1
ENSMUSP00000022203,Dimt1
ENSMUSP00000022207,Elovl7
ENSMUSP00000022212,Plk2
ENSMUSP00000022213,Thbs4
ENSMUSP00000022217,Zfyve16
ENSMUSP00000022218,Dhfr
ENSMUSP00000022224,Trappc13
ENSMUSP00000022226,Ppwd1
ENSMUSP00000022227,Cenpk
ENSMUSP00000022228,Cwc27
ENSMUSP00000022230,Srek1ip1
ENSMUSP00000022232,Nt5el
ENSMUSP00000022235,Htr1a
ENSMUSP00000022239,Parp8
ENSMUSP00000022242,Emb
ENSMUSP00000022245,Mrps30
ENSMUSP00000022246,Fgf10
ENSMUSP00000022256,Psmd6
ENSMUSP00000022257,Atxn7
ENSMUSP00000022264,Ptprg
ENSMUSP00000022268,Pdhb
ENSMUSP00000022269,Oit1
ENSMUSP00000022275,Ankrd55
ENSMUSP00000022281,Mtrex
ENSMUSP00000022282,Gpx8
ENSMUSP00000022286,Ndufs4
ENSMUSP00000022292,Samd8
ENSMUSP00000022293,Vdac2
ENSMUSP00000022296,Ube2e1
ENSMUSP00000022304,Thrb
ENSMUSP00000022310,Ngly1
ENSMUSP00000022311,Oxsm
ENSMUSP00000022316,Dydc2
ENSMUSP00000022322,Glud1
ENSMUSP00000022325,9230112D13Rik
ENSMUSP00000022327,Ldb3
ENSMUSP00000022331,Opn4
ENSMUSP00000022337,Cdhr1
ENSMUSP00000022338,Rgr
ENSMUSP00000022340,Nid2
ENSMUSP00000022341,Rtraf
ENSMUSP00000022343,Nudt13
ENSMUSP00000022344,Ecd
ENSMUSP00000022345,Dnajc9
ENSMUSP00000022353,Mss51
ENSMUSP00000022356,Usp54
ENSMUSP00000022358,Zswim8
ENSMUSP00000022368,Plau
ENSMUSP00000022369,Vcl
ENSMUSP00000022378,Ero1l
ENSMUSP00000022380,Psmc6
ENSMUSP00000022386,Samd4
ENSMUSP00000022416,Anxa11
ENSMUSP00000022419,Ppif
ENSMUSP00000022424,Rnase10
ENSMUSP00000022428,Rnase4
ENSMUSP00000022429,Arf4
ENSMUSP00000022433,Dnah12
ENSMUSP00000022437,Hacl1
ENSMUSP00000022438,Vmn2r88
ENSMUSP00000022446,Eaf1
ENSMUSP00000022450,Tasor
ENSMUSP00000022451,Capn7
ENSMUSP00000022458,Bap1
ENSMUSP00000022459,Phf7
ENSMUSP00000022460,Galnt15
ENSMUSP00000022462,Oxnad1
ENSMUSP00000022464,Msmb
ENSMUSP00000022469,Nisch
ENSMUSP00000022470,Parg
ENSMUSP00000022476,Glt8d1
ENSMUSP00000022480,Ogdhl
ENSMUSP00000022494,Ebpl
ENSMUSP00000022496,Kpna3
ENSMUSP00000022497,Spryd7
ENSMUSP00000022499,Rnaseh2b
ENSMUSP00000022501,Gucy1b2
ENSMUSP00000022504,Mapk8
ENSMUSP00000022507,Pspc1
ENSMUSP00000022508,Ptpn20
ENSMUSP00000022511,Zmym2
ENSMUSP00000022517,Cryl1
ENSMUSP00000022518,Eef1akmt1
ENSMUSP00000022519,Anxa8
ENSMUSP00000022522,Tdh
ENSMUSP00000022528,Pinx1
ENSMUSP00000022529,Tkt
ENSMUSP00000022531,Lats2
ENSMUSP00000022532,4930578I06Rik
ENSMUSP00000022535,Dcp1a
ENSMUSP00000022536,Ska3
ENSMUSP00000022537,Prss52
ENSMUSP00000022538,Mrpl57
ENSMUSP00000022543,Micu2
ENSMUSP00000022545,Fgf9
ENSMUSP00000022548,1700129C05Rik
ENSMUSP00000022551,Rcbtb1
ENSMUSP00000022553,Cab39l
ENSMUSP00000022563,Mtmr6
ENSMUSP00000022566,Spata13
ENSMUSP00000022567,Cacna2d3
ENSMUSP00000022574,Lrrc63
ENSMUSP00000022576,Cpb2
ENSMUSP00000022577,Zc3h13
ENSMUSP00000022579,Erich6b
ENSMUSP00000022580,Slc25a30
ENSMUSP00000022585,Gpalpp1
ENSMUSP00000022586,Nufip1
ENSMUSP00000022589,Enox1
ENSMUSP00000022591,Epsti1
ENSMUSP00000022592,Tnfsf11
ENSMUSP00000022593,Akap11
ENSMUSP00000022595,Rgcc
ENSMUSP00000022597,Naa16
ENSMUSP00000022600,Mtrf1
ENSMUSP00000022601,Wbp4
ENSMUSP00000022609,Elp3
ENSMUSP00000022610,Scara5
ENSMUSP00000022612,Pbk
ENSMUSP00000022613,Esco2
ENSMUSP00000022614,Ccdc25
ENSMUSP00000022616,Clu
ENSMUSP00000022618,Adam2
ENSMUSP00000022620,Chrna2
ENSMUSP00000022622,Ptk2b
ENSMUSP00000022623,Trim35
ENSMUSP00000022629,Dpysl2
ENSMUSP00000022634,Bnip3l
ENSMUSP00000022638,Nefm
ENSMUSP00000022639,Nefl
ENSMUSP00000022640,Adam7
ENSMUSP00000022641,Adamdec1
ENSMUSP00000022642,Adam28
ENSMUSP00000022646,Nkx3-1
ENSMUSP00000022650,Pibf1
ENSMUSP00000022656,Bora
ENSMUSP00000022660,Loxl2
ENSMUSP00000022663,Tnfrsf10b
ENSMUSP00000022665,Rhobtb2
ENSMUSP00000022666,Klhl1
ENSMUSP00000022678,Pebp4
ENSMUSP00000022680,Bin3
ENSMUSP00000022682,Sorbs3
ENSMUSP00000022690,Fam160b2
ENSMUSP00000022692,Sftpc
ENSMUSP00000022693,Bmp1
ENSMUSP00000022696,Xpo7
ENSMUSP00000022697,Fgf17
ENSMUSP00000022698,Dok2
ENSMUSP00000022699,Gfra2
ENSMUSP00000022701,Rb1
ENSMUSP00000022704,Itm2b
ENSMUSP00000022705,Med4
ENSMUSP00000022707,Gpc5
ENSMUSP00000022708,Trim52
ENSMUSP00000022709,Spry2
ENSMUSP00000022716,Rnf219
ENSMUSP00000022718,Ednrb
ENSMUSP00000022720,Fbxl3
ENSMUSP00000022721,Cln5
ENSMUSP00000022722,Acod1
ENSMUSP00000022725,Dct
ENSMUSP00000022727,Tgds
ENSMUSP00000022728,Gpr180
ENSMUSP00000022734,Dnajc3
ENSMUSP00000022744,Gdnf
ENSMUSP00000022746,Osmr
ENSMUSP00000022749,C9
ENSMUSP00000022751,Ttc33
ENSMUSP00000022757,Gzmf
ENSMUSP00000022765,Rab2b
ENSMUSP00000022766,Tox4
ENSMUSP00000022767,Mettl3
ENSMUSP00000022782,Lrp10
ENSMUSP00000022784,Haus4
ENSMUSP00000022786,4931414P19Rik
ENSMUSP00000022787,Slc7a8
ENSMUSP00000022791,Fbxo4
ENSMUSP00000022793,Acin1
ENSMUSP00000022803,Psmb5
ENSMUSP00000022806,Bcl2l2
ENSMUSP00000022808,Pabpn1
ENSMUSP00000022813,Efs
ENSMUSP00000022815,Ngdn
ENSMUSP00000022816,Sub1
ENSMUSP00000022819,Jph4
ENSMUSP00000022820,Dhrs2
ENSMUSP00000022821,Dhrs4
ENSMUSP00000022826,Fitm1
ENSMUSP00000022828,Emc9
ENSMUSP00000022830,Ripk3
ENSMUSP00000022831,Khnyn
ENSMUSP00000022834,Cma1
ENSMUSP00000022836,Mcpt1
ENSMUSP00000022842,Cct5
ENSMUSP00000022849,Tars
ENSMUSP00000022855,Brix1
ENSMUSP00000022856,Rad1
ENSMUSP00000022857,Ttc23l
ENSMUSP00000022858,Agxt2
ENSMUSP00000022861,Ugt3a1
ENSMUSP00000022865,Mtdh
ENSMUSP00000022867,Laptm4b
ENSMUSP00000022871,Sdc2
ENSMUSP00000022875,Ank
ENSMUSP00000022881,Retreg1
ENSMUSP00000022890,Rnf19a
ENSMUSP00000022894,Ywhaz
ENSMUSP00000022895,Grhl2
ENSMUSP00000022897,4930447A16Rik
ENSMUSP00000022901,Rrm2b
ENSMUSP00000022904,Atp6v1c1
ENSMUSP00000022908,Slc25a32
ENSMUSP00000022909,Dcaf13
ENSMUSP00000022913,Dcstamp
ENSMUSP00000022915,Dpys
ENSMUSP00000022916,Lrp12
ENSMUSP00000022921,Angpt1
ENSMUSP00000022925,Eif3h
ENSMUSP00000022927,Rad21
ENSMUSP00000022945,Shcbp1
ENSMUSP00000022946,Rida
ENSMUSP00000022947,Matn2
ENSMUSP00000022952,Osr2
ENSMUSP00000022953,Fam135b
ENSMUSP00000022954,Khdrbs3
ENSMUSP00000022960,Eif3e
ENSMUSP00000022962,Emc2
ENSMUSP00000022967,Kcnv1
ENSMUSP00000022971,Myc
ENSMUSP00000022976,Washc5
ENSMUSP00000022977,Sqle
ENSMUSP00000022980,Ndufb9
ENSMUSP00000022985,Klhl38
ENSMUSP00000022986,Fbxo32
ENSMUSP00000022992,Tbc1d31
ENSMUSP00000022993,Derl1
ENSMUSP00000022998,Mtbp
ENSMUSP00000023006,Lrrc6
ENSMUSP00000023007,Adcy8
ENSMUSP00000023019,Trmu
ENSMUSP00000023024,Tef
ENSMUSP00000023036,Rbx1
ENSMUSP00000023040,Slc25a17
ENSMUSP00000023043,Adsl
ENSMUSP00000023044,Fam83f
ENSMUSP00000023048,Mief1
ENSMUSP00000023050,Tab1
ENSMUSP00000023055,Dnal4
ENSMUSP00000023057,Nptxr
ENSMUSP00000023059,Dscc1
ENSMUSP00000023061,Josd1
ENSMUSP00000023062,Tomm22
ENSMUSP00000023064,Cby1
ENSMUSP00000023065,Dmc1
ENSMUSP00000023067,Ribc2
ENSMUSP00000023068,Smc1b
ENSMUSP00000023070,Upk3a
ENSMUSP00000023071,Samm50
ENSMUSP00000023072,Parvb
ENSMUSP00000023075,C1qtnf6
ENSMUSP00000023083,Cyp2d22
ENSMUSP00000023085,Ndufa6
ENSMUSP00000023086,Smdt1
ENSMUSP00000023087,Twf1
ENSMUSP00000023088,Naga
ENSMUSP00000023089,Wbp2nl
ENSMUSP00000023095,3-Sep
ENSMUSP00000023099,Slc38a2
ENSMUSP00000023100,Srebf2
ENSMUSP00000023101,Slc38a4
ENSMUSP00000023104,Rpap3
ENSMUSP00000023105,Endou
ENSMUSP00000023112,Pmm1
ENSMUSP00000023113,Polr3h
ENSMUSP00000023116,Aco2
ENSMUSP00000023117,Phf5a
ENSMUSP00000023119,Vdr
ENSMUSP00000023123,Col2a1
ENSMUSP00000023128,Itga5
ENSMUSP00000023129,Gtsf1
ENSMUSP00000023132,Pde1b
ENSMUSP00000023133,Ppp1r1a
ENSMUSP00000023134,Glycam1
ENSMUSP00000023140,Tnfrsf17
ENSMUSP00000023143,Litaf
ENSMUSP00000023144,Prm1
ENSMUSP00000023146,Nubp1
ENSMUSP00000023147,Ciita
ENSMUSP00000023150,1810013L24Rik
ENSMUSP00000023151,Bcl6
ENSMUSP00000023154,Cldn1
ENSMUSP00000023157,Anks3
ENSMUSP00000023161,Srl
ENSMUSP00000023165,Crebbp
ENSMUSP00000023171,Hes1
ENSMUSP00000023176,Zfp263
ENSMUSP00000023203,Gpt
ENSMUSP00000023206,Ercc4
ENSMUSP00000023210,Cyc1
ENSMUSP00000023211,Sharpin
ENSMUSP00000023213,Hgh1
ENSMUSP00000023214,Dgat1
ENSMUSP00000023217,Bop1
ENSMUSP00000023219,Fbxl6
ENSMUSP00000023220,Slc52a2
ENSMUSP00000023221,Gpaa1
ENSMUSP00000023225,Grina
ENSMUSP00000023237,Naprt
ENSMUSP00000023238,Gsdmd
ENSMUSP00000023243,Gpihbp1
ENSMUSP00000023247,Ly6f
ENSMUSP00000023250,Ly6i
ENSMUSP00000023259,Lynx1
ENSMUSP00000023260,Lypd2
ENSMUSP00000023262,Gm9747
ENSMUSP00000023265,Psca
ENSMUSP00000023268,Arc
ENSMUSP00000023269,Rpl24
ENSMUSP00000023270,Cep97
ENSMUSP00000023271,Mroh4
ENSMUSP00000023282,Miox
ENSMUSP00000023283,Lmf2
ENSMUSP00000023285,Tymp
ENSMUSP00000023289,Chkb
ENSMUSP00000023291,Mapk8ip2
ENSMUSP00000023294,Rabl2
ENSMUSP00000023295,Acr
ENSMUSP00000023312,Alcam
ENSMUSP00000023328,Retnlb
ENSMUSP00000023329,Retnla
ENSMUSP00000023330,Morc1
ENSMUSP00000023334,Nectin3
ENSMUSP00000023336,Cd96
ENSMUSP00000023343,Atg3
ENSMUSP00000023344,Slc35a5
ENSMUSP00000023351,Mzt2
ENSMUSP00000023352,Prkdc
ENSMUSP00000023353,Mcm4
ENSMUSP00000023356,Snai2
ENSMUSP00000023357,Fopnl
ENSMUSP00000023359,Nde1
ENSMUSP00000023360,Mpv17l
ENSMUSP00000023361,Pdxdc1
ENSMUSP00000023362,Ntan1
ENSMUSP00000023363,Rrn3
ENSMUSP00000023364,Pla2g10
ENSMUSP00000023365,Bfar
ENSMUSP00000023387,Qtrt2
ENSMUSP00000023390,Drd3
ENSMUSP00000023391,Mrpl40
ENSMUSP00000023396,Pmm2
ENSMUSP00000023400,Tmem114
ENSMUSP00000023426,Cldnd1
ENSMUSP00000023431,Tbc1d23
ENSMUSP00000023432,Nit2
ENSMUSP00000023434,Tmem30c
ENSMUSP00000023435,Tmem45a
ENSMUSP00000023437,Adgrg7
ENSMUSP00000023441,P2rx6
ENSMUSP00000023444,Lztr1
ENSMUSP00000023449,Snap29
ENSMUSP00000023450,Serpind1
ENSMUSP00000023452,Ccdc116
ENSMUSP00000023453,Sdf2l1
ENSMUSP00000023460,Ncbp2
ENSMUSP00000023464,Meltf
ENSMUSP00000023465,Top3b
ENSMUSP00000023467,Pak2
ENSMUSP00000023468,Spag6l
ENSMUSP00000023474,Wdr53
ENSMUSP00000023478,Igsf11
ENSMUSP00000023482,B4galt4
ENSMUSP00000023486,Tfrc
ENSMUSP00000023487,Arhgap31
ENSMUSP00000023489,Fyttd1
ENSMUSP00000023494,Popdc2
ENSMUSP00000023497,Lmln
ENSMUSP00000023501,Maats1
ENSMUSP00000023502,Snx4
ENSMUSP00000023504,Nr1i2
ENSMUSP00000023509,Klhl24
ENSMUSP00000023510,Umps
ENSMUSP00000023514,Ndufb4
ENSMUSP00000023524,Rabl3
ENSMUSP00000023525,Gtf2e1
ENSMUSP00000023530,Ropn1
ENSMUSP00000023531,Hcls1
ENSMUSP00000023532,Ccdc14
ENSMUSP00000023535,Iqcb1
ENSMUSP00000023538,Mylk
ENSMUSP00000023550,Pdia5
ENSMUSP00000023554,Slc49a4
ENSMUSP00000023559,Ehhadh
